SubID,Vers,StimWord,StimColor,BlockType,BlockNum,IntervalNum,IntervalLength,TrialsInInterval,IntervalTrialNum,RewLvl,GainLvl,PenaltyLvl,Congruency,RewLvlBlockcode,GainLvlBlockcode,CorrectResp,Resp,IsComplete,RT,Acc,RespRateAll,RespRateCorr,RespRateCorrNoISI,IntervalLengthSecs,IntervalLengthSecsNoISI,AccRT,logRT,logAccRT
2004,201,BLUE,blue,lowRew,1,8,6,8,4,0,1,NaN,1,-1,0,3,3,1,0.481428760991548,1,1.3330818370008,1.3330818370008,1.88185172789868,6.0011319470068,4.2511319470068,0.481428760991548,-0.73099701094013,-0.73099701094013
2004,201,GREEN,red,lowRew,1,8,6,8,5,0,1,NaN,0,-1,0,2,2,1,0.469418484994094,1,1.3330818370008,1.3330818370008,1.88185172789868,6.0011319470068,4.2511319470068,0.469418484994094,-0.756260616293519,-0.756260616293519
2004,201,BLUE,yellow,lowRew,1,8,6,8,6,0,1,NaN,0,-1,0,4,4,1,0.536625148990424,1,1.3330818370008,1.3330818370008,1.88185172789868,6.0011319470068,4.2511319470068,0.536625148990424,-0.622455474793986,-0.622455474793986
2004,201,GREEN,blue,lowRew,1,8,6,8,7,0,1,NaN,0,-1,0,3,3,1,0.3725900700083,1,1.3330818370008,1.3330818370008,1.88185172789868,6.0011319470068,4.2511319470068,0.3725900700083,-0.987276471711112,-0.987276471711112
2004,201,RED,yellow,lowRew,1,8,6,8,8,0,1,NaN,0,-1,0,4,4,1,0.369277082994813,1,1.3330818370008,1.3330818370008,1.88185172789868,6.0011319470068,4.2511319470068,0.369277082994813,-0.996208014302814,-0.996208014302814
2004,201,BLUE,blue,lowRew,1,9,7.6,10,1,0,1,NaN,1,-1,0,3,3,1,0.490634408997721,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.490634408997721,-0.712056013054379,-0.712056013054379
2004,201,GREEN,yellow,lowRew,1,9,7.6,10,2,0,1,NaN,0,-1,0,4,4,1,0.51692849099345,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.51692849099345,-0.659850729333283,-0.659850729333283
2004,201,YELLOW,red,lowRew,1,9,7.6,10,3,0,1,NaN,0,-1,0,2,2,1,0.506858136999654,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.506858136999654,-0.67952412322389,-0.67952412322389
2004,201,BLUE,yellow,lowRew,1,9,7.6,10,4,0,1,NaN,0,-1,0,4,4,1,0.536351948001538,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.536351948001538,-0.622964713985681,-0.622964713985681
2004,201,GREEN,red,lowRew,1,9,7.6,10,5,0,1,NaN,0,-1,0,2,2,1,0.6070055290038,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.6070055290038,-0.499217379226397,-0.499217379226397
2004,201,YELLOW,yellow,lowRew,1,9,7.6,10,6,0,1,NaN,1,-1,0,4,4,1,0.382968470003107,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.382968470003107,-0.959802616941957,-0.959802616941957
2004,201,GREEN,blue,lowRew,1,9,7.6,10,7,0,1,NaN,0,-1,0,3,3,1,0.393386804993497,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.393386804993497,-0.932961914531485,-0.932961914531485
2004,201,BLUE,green,lowRew,1,9,7.6,10,8,0,1,NaN,0,-1,0,1,1,1,0.466999934011255,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.466999934011255,-0.761426162616771,-0.761426162616771
2004,201,GREEN,yellow,lowRew,1,9,7.6,10,9,0,1,NaN,0,-1,0,4,4,1,0.452570926994667,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.452570926994667,-0.792810783385733,-0.792810783385733
2004,201,BLUE,blue,lowRew,1,9,7.6,10,10,0,1,NaN,1,-1,0,3,3,1,0.471825075001107,1,1.31559681041723,1.31559681041723,1.86877010935229,7.60111298599804,5.35111298599804,0.471825075001107,-0.751146965898361,-0.751146965898361
2004,201,YELLOW,green,lowRew,1,10,7.6,10,1,0,0,NaN,0,-1,0,1,1,1,0.617085304998909,1,1.18163577461348,NaN,NaN,7.61656018999929,5.36656018999929,0.617085304998909,-0.48274800693669,-0.48274800693669
2004,201,BLUE,blue,lowRew,1,10,7.6,10,2,0,0,NaN,1,-1,0,3,3,1,0.406782858000952,1,1.18163577461348,NaN,NaN,7.61656018999929,5.36656018999929,0.406782858000952,-0.899475754336318,-0.899475754336318
2004,201,GREEN,red,lowRew,1,10,7.6,10,3,0,0,NaN,0,-1,0,2,2,1,0.503503671003273,1,1.18163577461348,NaN,NaN,7.61656018999929,5.36656018999929,0.503503671003273,-0.686164275880342,-0.686164275880342
2004,201,BLUE,blue,lowRew,1,10,7.6,10,4,0,0,NaN,1,-1,0,3,3,1,0.478850329003762,1,1.18163577461348,NaN,NaN,7.61656018999929,5.36656018999929,0.478850329003762,-0.736367195944133,-0.736367195944133
2004,201,RED,red,lowRew,1,10,7.6,10,5,0,0,NaN,1,-1,0,2,2,1,0.579131278995192,1,1.18163577461348,NaN,NaN,7.61656018999929,5.36656018999929,0.579131278995192,-0.546226093093539,-0.546226093093539
2004,201,GREEN,green,lowRew,1,10,7.6,10,6,0,0,NaN,1,-1,0,1,1,1,0.542203502001939,1,1.18163577461348,NaN,NaN,7.61656018999929,5.36656018999929,0.542203502001939,-0.612113883063588,-0.612113883063588
2004,201,RED,blue,lowRew,1,10,7.6,10,7,0,0,NaN,0,-1,0,3,3,1,0.484046921003028,1,1.18163577461348,NaN,NaN,7.61656018999929,5.36656018999929,0.484046921003028,-0.725573432743161,-0.725573432743161
2004,201,BLUE,yellow,lowRew,1,10,7.6,10,8,0,0,NaN,0,-1,0,4,4,1,0.449080299003981,1,1.18163577461348,NaN,NaN,7.61656018999929,5.36656018999929,0.449080299003981,-0.800553567577268,-0.800553567577268
2004,201,GREEN,blue,lowRew,1,10,7.6,10,9,0,0,NaN,0,-1,0,3,3,1,0.617018795994227,1,1.18163577461348,NaN,NaN,7.61656018999929,5.36656018999929,0.617018795994227,-0.482855792016885,-0.482855792016885
2004,201,BLUE,red,lowRew,1,10,7.6,10,10,0,0,NaN,0,-1,0,2,NaN,1,NaN,NaN,NaN,NaN,NaN,7.61656018999929,5.36656018999929,NaN,NaN,NaN
2004,201,RED,yellow,lowRew,1,11,7.6,11,1,0,1,NaN,0,-1,0,4,4,1,0.560914888003026,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.560914888003026,-0.578186099758908,-0.578186099758908
2004,201,BLUE,blue,lowRew,1,11,7.6,11,2,0,1,NaN,1,-1,0,3,3,1,0.391311216008035,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.391311216008035,-0.938252086726433,-0.938252086726433
2004,201,YELLOW,yellow,lowRew,1,11,7.6,11,3,0,1,NaN,1,-1,0,4,4,1,0.347407792010927,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.347407792010927,-1.05725599591911,-1.05725599591911
2004,201,BLUE,red,lowRew,1,11,7.6,11,4,0,1,NaN,0,-1,0,2,2,1,0.50603902900184,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.50603902900184,-0.681141480254519,-0.681141480254519
2004,201,GREEN,green,lowRew,1,11,7.6,11,5,0,1,NaN,1,-1,0,1,1,1,0.458157118991949,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.458157118991949,-0.780543099130143,-0.780543099130143
2004,201,YELLOW,yellow,lowRew,1,11,7.6,11,6,0,1,NaN,1,-1,0,4,4,1,0.459817260998534,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.459817260998534,-0.776926127125976,-0.776926127125976
2004,201,GREEN,green,lowRew,1,11,7.6,11,7,0,1,NaN,1,-1,0,1,1,1,0.545241776009789,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.545241776009789,-0.606525956985649,-0.606525956985649
2004,201,RED,blue,lowRew,1,11,7.6,11,8,0,1,NaN,0,-1,0,3,3,1,0.385201605007751,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.385201605007751,-0.953988432380059,-0.953988432380059
2004,201,GREEN,green,lowRew,1,11,7.6,11,9,0,1,NaN,1,-1,0,1,1,1,0.452394803010975,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.452394803010975,-0.793200022403469,-0.793200022403469
2004,201,RED,blue,lowRew,1,11,7.6,11,10,0,1,NaN,0,-1,0,3,3,1,0.486282876998303,1,1.3073346993583,NaN,NaN,7.64915060000203,5.14915060000203,0.486282876998303,-0.720964772971043,-0.720964772971043
2004,201,YELLOW,red,lowRew,1,11,7.6,11,11,0,1,NaN,0,-1,0,2,NaN,1,NaN,NaN,NaN,NaN,NaN,7.64915060000203,5.14915060000203,NaN,NaN,NaN
2004,201,RED,blue,lowRew,1,12,6.8,9,1,0,0,NaN,0,-1,0,3,3,1,0.533917602995643,1,1.16515387105289,NaN,NaN,6.8660459350067,4.8660459350067,0.533917602995643,-0.62751375343393,-0.62751375343393
2004,201,YELLOW,red,lowRew,1,12,6.8,9,2,0,0,NaN,0,-1,0,2,2,1,0.750684377999278,1,1.16515387105289,NaN,NaN,6.8660459350067,4.8660459350067,0.750684377999278,-0.286769984531422,-0.286769984531422
2004,201,BLUE,yellow,lowRew,1,12,6.8,9,3,0,0,NaN,0,-1,0,4,4,1,0.472560353999143,1,1.16515387105289,NaN,NaN,6.8660459350067,4.8660459350067,0.472560353999143,-0.749589806874028,-0.749589806874028
2004,201,GREEN,blue,lowRew,1,12,6.8,9,4,0,0,NaN,0,-1,0,3,3,1,0.430493951993412,1,1.16515387105289,NaN,NaN,6.8660459350067,4.8660459350067,0.430493951993412,-0.842822004008827,-0.842822004008827
2004,201,RED,red,lowRew,1,12,6.8,9,5,0,0,NaN,1,-1,0,2,2,1,0.49973627300642,1,1.16515387105289,NaN,NaN,6.8660459350067,4.8660459350067,0.49973627300642,-0.693674773699894,-0.693674773699894
