subj_idx,rt,response,RewardLevel,PenaltyLevel,BlockType,Congruency,congruence,IntervalTrialNum,scaledTrialSession,scaledRunningTime
2011,1.09728442000051,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,3,-1.18568009817516,-0.129377398643188
2011,0.36716562500078,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,4,-1.18271992803447,0.180072917388625
2011,0.589802788999805,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,5,-1.17975975789377,0.601154759819591
2011,0.324498549001873,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,6,-1.17679958775307,0.889211563936351
2011,0.785378123000555,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,7,-1.17383941761238,1.40835597897817
2011,0.404273494001245,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,1,-1.17087924747168,-1.66323713150652
2011,0.480832271998224,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,2,-1.16791907733099,-1.29679371927692
2011,0.482610705999832,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,3,-1.16495890719029,-0.929458590234935
2011,0.498384057002113,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,4,-1.1619987370496,-0.554214614272759
2011,0.333905633000541,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,5,-1.1590385669089,-0.261441045322698
2011,0.371096947998012,1,Low Reward,Low Penalty,fixedPenalty,Congruent,0.5,6,-1.15607839676821,0.0499804581742539
2011,0.509047706000274,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,7,-1.15311822662751,0.430571247728858
2011,0.511188658998435,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,8,-1.15015805648682,0.812235523159946
2011,0.758067673999903,1,Low Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,9,-1.14719788634612,1.31768632544714
2011,0.480623012001161,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,2,-1.13831737592403,-1.21888340338328
2011,0.99669372200151,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,3,-1.13535720578334,-0.593784158317971
2011,0.43397659099719,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,4,-1.13239703564264,-0.250834448113072
2011,0.472177853000176,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,5,-1.12943686550195,0.111269589748398
2011,0.585049443998287,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,6,-1.12647669536125,0.529968078257269
2011,0.712739503000194,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,7,-1.12351652522056,1.01269108062692
2011,0.658892665000167,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,1,-1.11759618493917,-1.53556964689365
2011,0.380226862998825,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,2,-1.11463601479847,-1.21957035265805
2011,0.391723634002119,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,3,-1.11167584465778,-0.89780651277019
2011,0.475892964001105,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,4,-1.10871567451708,-0.533839697354754
2011,0.482901248000417,1,High Reward,Low Penalty,fixedPenalty,Incongruent,-0.5,5,-1.10575550437639,-0.166358888919332
2011,0.545909541997389,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,7,-1.099835164095,0.736398683489108
2011,0.435194580997631,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,8,-1.0968749939543,1.07995910073162
2011,0.283543296998687,1,High Reward,Low Penalty,fixedPenalty,Congruent,0.5,9,-1.0939148238136,1.34748071111407
